Code,Title,Time,Location,Professor,Size,Days,Lecture
LATIN     2,Elementary Latin,10:00am - 10:50am,HSSB 1231,DUTSCH D,25 / 26,MTWR,['y']
LATIN     2,Elementary Latin,12:00pm - 12:50pm,HSSB 4201,SEGAL N A,15 / 24,MTWR,['y']
LATIN   101,Introduction To Latin Poetry,11:00am - 11:50am,HSSB 4065,LINDHEIM S H,6 / 20,M W F,['y']
LATIN   114,Roman Comedy,12:30pm - 1:45pm,HSSB 4065,DUTSCH D,0 / 10,T R,['y']
LATIN   134,Lucretius,12:30pm - 1:45pm,HSSB 4065,DUTSCH D,4 / 5,T R,['y']
