Code,Title,Time,Location,Professor,Size,Days,Lecture
MES      45,Introduction to Middle East Studies,11:00am - 12:15pm,NH   1105,ALSABAGH M H,60 / 60,M W,['y']
MES      45,Introduction to Middle East Studies,1:00pm - 1:50pm,GIRV 2135,WHITESIDES K,15 / 15,T,['n']
MES      45,Introduction to Middle East Studies,2:00pm - 2:50pm,GIRV 2110,WHITESIDES K,15 / 15,T,['n']
MES      45,Introduction to Middle East Studies,1:00pm - 1:50pm,GIRV 1108,WHITESIDES K,15 / 15,W,['n']
MES      45,Introduction to Middle East Studies,2:00pm - 2:50pm,GIRV 1106,WHITESIDES K,15 / 15,W,['n']
