Code,Title,Time,Location,Professor,Size,Days,Lecture
GREEK     2,Elementary Greek,9:00 am - 9:50 am,HSSB 2251,DIGHTON A T,8 / 24,MTWRF,['y']
GREEK    10A,Elementary Modern Greek,10:00am - 10:50am,HSSB 4065,MORALES H L,18 / 20,MTWR,['y']
GREEK   101,Introduction To Greek Poetry,11:00am - 12:15pm,HSSB 3001E,DIGHTON A T,5 / 10,T R,['y']
GREEK   151,Euripides,11:00am - 12:15pm,HSSB 4065,CAPETTINI E,2 / 5,T R,['y']
