Code,Title,Time,Location,Professor,Size,Days,Lecture
MATH CS 101B,Problem Solving II,2:00pm - 3:15pm,CRST 164B,T B A,23 / 25,T R,['y']
MATH CS 108A,Advanced Linear Algebra I,11:00am - 12:50pm,CRST 164B,T B A,23 / 25,T R,['y']
MATH CS 117,Introduction to Real Analysis,10:00am - 11:15am,CRST 164B,T B A,18 / 20,M W F,['y']
MATH CS 120,Special Topics,12:00pm - 1:15pm,CRST 164B,T B A,11 / 25,M W,['y']
MATH CS 122A,Complex Variables I,1:00pm - 2:15pm,CRST 164B,T B A,9 / 25,T R,['y']
