Code,Title,Time,Location,Professor,Size,Days,Lecture
PSY     138L,Laboratory in Behavioral Endocrinology,1:00pm - 3:50pm,PSYCH3113,PURPURA M D,10 / 12,T,['n']
PSY     138L,Laboratory in Behavioral Endocrinology,1:00pm - 3:50pm,PSYCH3113,GERSON J O,14 / 14,W,['n']
PSY     139,Emotions,3:30pm - 4:45pm,IV   THEA2,MACKIE D M,153 / 155,M W,['y']
PSY     142,Cognitive Development,5:00pm - 7:50pm,BUCHN1920,COSMIDES L,101 / 125,T,['n']
PSY     147,Intergroup Relations,2:00pm - 3:15pm,NH   1006,MAJOR B N,93 / 100,T R,['y']
PSY     155L,Laboratory in Evolutionary Psychology,9:00 am - 10:50am,GIRV 2115,RONEY J R,27 / 30,M,['n']
PSY     155L,Laboratory in Evolutionary Psychology,1:00pm - 3:50pm,PSY-E2822,Messages:,13 / 15,T,['n']
PSY     155L,Laboratory in Evolutionary Psychology,4:00pm - 6:50pm,PSY-E2822,Messages:,14 / 15,T,['n']
PSY     160SK,Examination of Key Constructs in The Psychological & Brain Sciences Description,5:00pm - 7:50pm,BIOEN1001,KLEIN S B,96 / 97,M,['n']
PSY     163EJ,Hormones and Cognition,9:00 am - 11:50am,BRDA 1640,JACOBS E,53 / 125,F,['n']
PSY     163SJ,Diffuse Neurocellular Systems,12:30pm - 1:45pm,IV   THEA2,JANUSONIS S,76 / 125,M W,['y']
