location-lat,location-long
-25.02422938791667,31.23411094224766
-25.02418728998201,31.234303925460875
-25.02414519204735,31.23449690867409
-25.02410309411269,31.234689891887303
-25.02406099617803,31.234882875100517
-25.02401889824337,31.23507585831373
-25.02397680030871,31.235268841526945
-25.02393470237405,31.23546182474016
-25.02389260443939,31.235654807953374
-25.02385050650473,31.235847791166588
-25.02380840857007,31.236040774379802
-25.02376631063541,31.236233757593016
-25.02372421270075,31.23642674080623
-25.02368211476609,31.236619724019445
-25.02364001683143,31.23681270723266
-25.02359791889677,31.237005690445873
-25.02355582096211,31.237198673659087
-25.02351372302745,31.2373916568723
-25.02347162509279,31.237584640085515
-25.02342952715813,31.23777762329873
-25.02338742922347,31.237970606511944
-25.02334533128881,31.238163589725158
-25.02330323335415,31.238356572938372
-25.02326113541949,31.238549556151586
-25.023356751167032,31.2387176825673
-25.023452366914576,31.238885808983017
-25.02354798266212,31.239053935398733
-25.023643598409663,31.23922206181445
-25.023739214157207,31.239390188230164
-25.02383482990475,31.23955831464588
-25.023930445652294,31.239726441061595
-25.024026061399837,31.23989456747731
-25.02412167714738,31.240062693893027
-25.024217292894924,31.240230820308742
-25.024312908642468,31.240398946724458
-25.02440852439001,31.240567073140173
-25.024504140137555,31.24073519955589
-25.0245997558851,31.240903325971605
-25.024695371632642,31.24107145238732
-25.024790987380186,31.241239578803036
-25.02488660312773,31.24140770521875
-25.024814746619057,31.241589674485997
-25.024742890110385,31.241771643753243
-25.024671033601713,31.24195361302049
-25.02459917709304,31.242135582287734
-25.02452732058437,31.24231755155498
-25.024455464075697,31.242499520822225
-25.024383607567025,31.24268149008947
-25.024311751058352,31.242863459356716
-25.02423989454968,31.24304542862396
-25.024168038041008,31.243227397891207
-25.024137576869865,31.243423027797885
-25.024107115698722,31.243618657704562
-25.02407665452758,31.24381428761124
-25.024046193356437,31.244009917517918
-25.024015732185294,31.244205547424595
-25.02398527101415,31.244401177331273
-25.024062953823506,31.244580206746765
-25.02414063663286,31.244759236162256
-25.024218319442216,31.244938265577748
-25.02429600225157,31.24511729499324
-25.024373685060926,31.24529632440873
-25.02444849308237,31.245476839441068
-25.024523301103816,31.245657354473405
-25.02459810912526,31.245837869505742
-25.024672917146706,31.24601838453808
-25.02474772516815,31.246198899570416
-25.02483341971837,31.246373421352537
-25.024919114268588,31.246547943134658
-25.025004808818807,31.24672246491678
-25.025090503369025,31.2468969866989
-25.025176197919244,31.24707150848102
-25.025261892469462,31.247246030263142
-25.02534758701968,31.247420552045263
-25.0254332815699,31.247595073827384
-25.025518976120118,31.247769595609505
-25.025604670670337,31.247944117391626
-25.025681213129772,31.24812374650227
-25.025757755589208,31.248303375612913
-25.025834298048643,31.248483004723557
-25.02591084050808,31.2486626338342
-25.025987382967514,31.248842262944844
-25.02606392542695,31.249021892055488
-25.026135511646647,31.24920399376748
-25.026207097866344,31.249386095479473
-25.02627868408604,31.249568197191465
-25.026350270305738,31.249750298903457
-25.026421856525435,31.24993240061545
-25.02649344274513,31.250114502327442
-25.02656502896483,31.250296604039434
-25.02665759662903,31.2504667993905
-25.02675016429323,31.25063699474157
-25.02684273195743,31.250807190092637
-25.02693529962163,31.250977385443704
-25.02702786728583,31.251147580794772
-25.02712043495003,31.25131777614584
-25.027213002614232,31.251487971496907
-25.027305570278433,31.251658166847974
-25.027398137942633,31.251828362199042
-25.027466155163328,31.25201212490997
-25.027534172384023,31.2521958876209
-25.027602189604718,31.25237965033183
-25.027670206825412,31.252563413042758
-25.027738224046107,31.252747175753687
-25.027806241266802,31.252930938464615
-25.027874258487497,31.253114701175544
-25.02794227570819,31.253298463886473
-25.028010292928887,31.253482226597402
-25.02807831014958,31.25366598930833
-25.028146327370276,31.25384975201926
-25.02821434459097,31.25403351473019
-25.028282361811666,31.254217277441118
-25.02835037903236,31.254401040152047
-25.028375342728744,31.25459762331219
-25.028400306425127,31.254794206472333
-25.02842527012151,31.254990789632476
-25.028450233817892,31.25518737279262
-25.028475197514275,31.255383955952762
-25.02850016121066,31.255580539112906
-25.02852512490704,31.25577712227305
-25.028550088603424,31.255973705433192
-25.028575052299807,31.256170288593335
-25.02860001599619,31.256366871753478
-25.028624979692573,31.25656345491362
-25.028637864553982,31.25676144962168
-25.02865074941539,31.25695944432974
-25.0286636342768,31.2571574390378
-25.02867651913821,31.25735543374586
-25.028689403999618,31.25755342845392
-25.028702288861027,31.25775142316198
-25.028715173722436,31.25794941787004
-25.028728058583845,31.2581474125781
-25.028740943445253,31.25834540728616
-25.028753828306662,31.25854340199422
-25.02876671316807,31.25874139670228
-25.02877959802948,31.25893939141034
-25.02876459298573,31.259137204191596
-25.02874958794198,31.25933501697285
-25.02873458289823,31.259532829754107
-25.02871957785448,31.259730642535363
-25.02870457281073,31.25992845531662
-25.028689567766982,31.260126268097874
-25.028674562723232,31.26032408087913
-25.028659557679482,31.260521893660385
-25.028644552635733,31.26071970644164
-25.028629547591983,31.260917519222897
-25.028584423714438,31.261109675110347
-25.028539299836893,31.261301830997798
-25.02849417595935,31.26149398688525
-25.028449052081804,31.2616861427727
-25.02840392820426,31.26187829866015
-25.028358804326714,31.2620704545476
-25.02831368044917,31.26226261043505
-25.028268556571625,31.262454766322502
-25.02826526042236,31.262653236983574
-25.028261964273092,31.262851707644646
-25.028258668123826,31.26305017830572
-25.02825537197456,31.26324864896679
-25.028252075825293,31.263447119627862
-25.028248779676026,31.263645590288935
-25.02824548352676,31.263844060950007
-25.028242187377494,31.26404253161108
-25.028238891228227,31.26424100227215
-25.028253307317208,31.264438867739056
-25.028267723406188,31.26463673320596
-25.02828213949517,31.264834598672866
-25.02829655558415,31.26503246413977
-25.02831097167313,31.265230329606677
-25.02832538776211,31.265428195073582
-25.02833980385109,31.265626060540487
-25.02835421994007,31.265823926007393
-25.02836863602905,31.266021791474298
-25.02838305211803,31.266219656941203
-25.02840880545837,31.266416116030296
-25.028434558798708,31.26661257511939
-25.028460312139046,31.26680903420848
-25.028486065479385,31.267005493297575
-25.028511818819723,31.267201952386667
-25.02853757216006,31.26739841147576
-25.0285633255004,31.267594870564853
-25.02858907884074,31.267791329653946
-25.028614832181077,31.26798778874304
-25.028648112263966,31.268182866020314
-25.028681392346854,31.26837794329759
-25.028714672429743,31.268573020574866
-25.02874795251263,31.268768097852142
-25.02878123259552,31.268963175129418
-25.02881451267841,31.269158252406694
-25.028847792761297,31.26935332968397
-25.028881072844186,31.269548406961245
-25.028914352927075,31.26974348423852
-25.028957051895066,31.26993631493762
-25.028999750863058,31.27012914563672
-25.02904244983105,31.27032197633582
-25.02908514879904,31.270514807034917
-25.029127847767032,31.270707637734017
-25.029170546735024,31.270900468433116
-25.029213245703016,31.271093299132215
-25.02920430043526,31.271291559120396
-25.029195355167506,31.271489819108577
-25.02918640989975,31.27168807909676
-25.029177464631996,31.27188633908494
-25.02916324445026,31.27208422315623
-25.029149024268524,31.27228210722752
-25.029134804086787,31.272479991298813
-25.02912058390505,31.272677875370103
-25.029106363723315,31.272875759441394
-25.029045369280098,31.273062502070378
-25.02898437483688,31.27324924469936
-25.028923380393664,31.273435987328345
-25.028862385950447,31.273622729957328
-25.02880139150723,31.27380947258631
-25.028740397064013,31.273996215215295
-25.028679402620796,31.27418295784428
-25.028614852428667,31.274368238401838
-25.02855030223654,31.274553518959397
-25.02848575204441,31.274738799516957
-25.028421201852282,31.274924080074516
-25.028356651660154,31.275109360632076
-25.028393780680986,31.275303589597456
-25.028430909701818,31.275497818562837
-25.02846803872265,31.275692047528217
-25.028505167743482,31.275886276493598
-25.028542296764314,31.276080505458978
-25.028579425785146,31.27627473442436
-25.028658755810564,31.27645288872807
-25.028738085835982,31.27663104303178
-25.0288174158614,31.276809197335492
-25.02889674588682,31.276987351639203
-25.028976075912237,31.277165505942914
-25.029055405937655,31.277343660246625
-25.029134735963073,31.277521814550337
-25.0292312867651,31.27768929659556
-25.029327837567127,31.277856778640786
-25.029424388369154,31.27802426068601
-25.02952093917118,31.278191742731234
-25.02961748997321,31.27835922477646
-25.029714040775236,31.278526706821683
-25.029810591577263,31.278694188866908
-25.02990714237929,31.278861670912132
-25.030003693181317,31.279029152957357
-25.030100243983345,31.27919663500258
-25.030196794785372,31.279364117047805
-25.0302933455874,31.27953159909303
-25.030389896389426,31.279699081138254
-25.030415266477707,31.279895604083247
-25.030440636565988,31.28009212702824
-25.03046600665427,31.280288649973233
-25.03052034098787,31.28047788375497
-25.03057467532147,31.280667117536705
-25.030629009655073,31.28085635131844
-25.030683343988674,31.281045585100177
-25.030737678322275,31.281234818881913
-25.030792012655876,31.28142405266365
-25.030846346989478,31.281613286445385
-25.030848585166424,31.28181177928034
-25.03085082334337,31.282010272115294
-25.030853061520318,31.282208764950248
-25.030855299697265,31.282407257785202
-25.030857537874212,31.282605750620156
-25.03085977605116,31.28280424345511
-25.030862014228106,31.283002736290065
-25.030864252405053,31.28320122912502
-25.030866490582,31.283399721959974
-25.030868728758946,31.283598214794928
-25.030848934972735,31.28379551719213
-25.030829141186523,31.28399281958933
-25.03080934740031,31.28419012198653
-25.0307895536141,31.28438742438373
-25.030769759827887,31.28458472678093
-25.030749966041675,31.284782029178132
-25.030730172255463,31.284979331575332
-25.030708112048256,31.28517634066494
-25.030686051841048,31.285373349754547
-25.03066399163384,31.285570358844154
-25.030641931426633,31.28576736793376
-25.030619871219425,31.28596437702337
-25.030597811012218,31.286161386112976
-25.03057575080501,31.286358395202583
-25.03059152381421,31.28655613835788
-25.03060729682341,31.286753881513178
-25.030623069832608,31.286951624668475
-25.030638842841807,31.287149367823773
-25.030654615851006,31.28734711097907
-25.030670388860205,31.287544854134367
-25.030686161869404,31.287742597289665
-25.030701934878604,31.287940340444962
-25.030717707887803,31.28813808360026
-25.030733480897002,31.288335826755556
-25.0307492539062,31.288533569910854
-25.0307650269154,31.28873131306615
-25.0307807999246,31.28892905622145
-25.030800415017623,31.289126380540893
-25.030820030110647,31.289323704860337
-25.03083964520367,31.28952102917978
-25.030859260296694,31.289718353499225
-25.030878875389718,31.28991567781867
-25.03089849048274,31.290113002138114
-25.030918105575765,31.290310326457558
-25.03093772066879,31.290507650777002
-25.030957335761812,31.290704975096446
-25.030976950854836,31.29090229941589
-25.03099656594786,31.291099623735334
-25.031016181040883,31.29129694805478
-25.031056689765748,31.291490357001525
-25.031097198490613,31.29168376594827
-25.03113770721548,31.291877174895017
-25.031178215940344,31.292070583841763
-25.03121872466521,31.29226399278851
-25.031259233390074,31.292457401735255
-25.03129974211494,31.292650810682
-25.031340250839804,31.292844219628748
-25.03138075956467,31.293037628575494
-25.031421268289535,31.29323103752224
-25.0314617770144,31.293424446468986
-25.031502285739265,31.293617855415732
-25.03154279446413,31.29381126436248
-25.031583303188995,31.294004673309225
-25.03162381191386,31.29419808225597
-25.03160642089096,31.294395661483215
-25.03158902986806,31.29459324071046
-25.031571638845158,31.294790819937703
-25.031554247822257,31.294988399164946
-25.031536856799356,31.29518597839219
-25.031519465776455,31.295383557619434
-25.031502074753554,31.29558113684668
-25.031478788875724,31.295777975306592
-25.031455502997893,31.295974813766506
-25.031432217120063,31.29617165222642
-25.031408931242233,31.296368490686334
-25.031385645364402,31.296565329146247
-25.03136235948657,31.29676216760616
-25.03133907360874,31.296959006066075
-25.031193564216032,31.29707569202437
-25.031048054823323,31.297192377982668
-25.030902545430614,31.297309063940965
-25.030757036037905,31.29742574989926
-25.030611526645195,31.297542435857558
-25.030466017252486,31.297659121815855
-25.030320507859777,31.29777580777415
-25.030225919505437,31.29794464846478
-25.030131331151097,31.298113489155412
-25.030036742796756,31.298282329846042
-25.029942154442416,31.298451170536673
-25.029847566088076,31.298620011227303
-25.029752977733736,31.298788851917934
-25.029658389379396,31.298957692608564
-25.029563801025056,31.299126533299194
-25.029514900231888,31.299317561777823
-25.02946599943872,31.29950859025645
-25.029417098645553,31.29969961873508
-25.029368197852385,31.299890647213708
-25.029319297059217,31.300081675692336
-25.02927039626605,31.300272704170965
-25.029221495472882,31.300463732649593
-25.029172594679714,31.30065476112822
-25.029123693886547,31.30084578960685
-25.029119643247743,31.301044244619924
-25.02911559260894,31.301242699632997
-25.029111541970135,31.30144115464607
-25.02910749133133,31.301639609659144
-25.029103440692527,31.301838064672218
-25.029099390053723,31.30203651968529
-25.02909533941492,31.302234974698365
-25.029091288776115,31.30243342971144
-25.02908723813731,31.302631884724512
-25.029083187498507,31.302830339737586
-25.029100531159862,31.30302792024778
-25.029117874821218,31.30322550075797
-25.029135218482573,31.303423081268164
-25.029152562143928,31.303620661778357
-25.029169905805283,31.30381824228855
-25.029187249466638,31.304015822798743
-25.029204593127993,31.304213403308935
-25.029221936789348,31.30441098381913
-25.029239280450703,31.30460856432932
-25.029256624112058,31.304806144839514
-25.029273967773413,31.305003725349707
-25.02929131143477,31.3052013058599
-25.029308655096123,31.305398886370092
-25.029293625378955,31.305596697690888
-25.029278595661786,31.305794509011683
-25.029263565944618,31.30599232033248
-25.02924853622745,31.306190131653274
-25.02923350651028,31.30638794297407
-25.029218476793112,31.306585754294865
-25.029203447075943,31.30678356561566
-25.029188417358775,31.306981376936456
-25.029173387641606,31.30717918825725
-25.02907935301931,31.307348403493883
-25.028985318397012,31.307517618730515
-25.028891283774716,31.307686833967146
-25.02879724915242,31.307856049203778
-25.028703214530122,31.30802526444041
-25.028609179907825,31.30819447967704
-25.028515145285528,31.308363694913673
-25.02842111066323,31.308532910150305
-25.028327076040934,31.308702125386937
-25.028233041418638,31.30887134062357
-25.02813900679634,31.3090405558602
-25.028095217814144,31.309233086805566
-25.028051428831947,31.309425617750932
-25.02800763984975,31.3096181486963
-25.027963850867554,31.309810679641664
-25.027920061885357,31.31000321058703
-25.02787627290316,31.310195741532397
-25.027832483920964,31.310388272477763
-25.027788694938767,31.31058080342313
-25.027817340104573,31.310776773328044
-25.02784598527038,31.31097274323296
-25.027874630436184,31.311168713137874
-25.02790327560199,31.31136468304279
-25.027931920767795,31.311560652947705
-25.0279605659336,31.31175662285262
-25.027989211099406,31.311952592757535
