event-id,visible,timestamp,location-long,location-lat,external-temperature,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
9421366097,true,2009-08-08 20:00:00.000,31.79332,-24.72567,27,gps,Loxodonta africana,AM105,AM105,ThermochronTracking Elephants Kruger 2007
9421376856,true,2009-08-08 20:00:00.000,31.2625899999999,-25.0312899999999,24,gps,Loxodonta africana,AM107,AM107,ThermochronTracking Elephants Kruger 2007
9421376855,true,2009-08-08 19:30:00.000,31.26146,-25.0303399999999,25,gps,Loxodonta africana,AM107,AM107,ThermochronTracking Elephants Kruger 2007
9421376854,true,2009-08-08 19:00:00.000,31.2606499999999,-25.02915,26,gps,Loxodonta africana,AM107,AM107,ThermochronTracking Elephants Kruger 2007
9421366096,true,2009-08-08 18:31:00.000,31.7926399999999,-24.7258299999999,29,gps,Loxodonta africana,AM105,AM105,ThermochronTracking Elephants Kruger 2007
9421376853,true,2009-08-08 18:30:00.000,31.2596099999999,-25.0283799999999,28,gps,Loxodonta africana,AM107,AM107,ThermochronTracking Elephants Kruger 2007
9421366095,true,2009-08-08 18:00:00.000,31.79266,-24.72587,29,gps,Loxodonta africana,AM105,AM105,ThermochronTracking Elephants Kruger 2007
9421376852,true,2009-08-08 18:00:00.000,31.25956,-25.02738,30,gps,Loxodonta africana,AM107,AM107,ThermochronTracking Elephants Kruger 2007
9421376851,true,2009-08-08 17:30:00.000,31.2601,-25.02712,31,gps,Loxodonta africana,AM107,AM107,ThermochronTracking Elephants Kruger 2007
9421376850,true,2009-08-08 17:00:00.000,31.26048,-25.0268,33,gps,Loxodonta africana,AM107,AM107,ThermochronTracking Elephants Kruger 2007
9421376849,true,2009-08-08 16:30:00.000,31.2608199999999,-25.0264899999999,34,gps,Loxodonta africana,AM107,AM107,ThermochronTracking Elephants Kruger 2007
9421366094,true,2009-08-08 16:00:00.000,31.7927299999999,-24.72584,31,gps,Loxodonta africana,AM105,AM105,ThermochronTracking Elephants Kruger 2007
9421376848,true,2009-08-08 16:00:00.000,31.26103,-25.0261999999999,34,gps,Loxodonta africana,AM107,AM107,ThermochronTracking Elephants Kruger 2007
9421376847,true,2009-08-08 15:30:00.000,31.2609199999999,-25.02569,35,gps,Loxodonta africana,AM107,AM107,ThermochronTracking Elephants Kruger 2007
9421376846,true,2009-08-08 15:00:00.000,31.26144,-25.0280999999999,36,gps,Loxodonta africana,AM107,AM107,ThermochronTracking Elephants Kruger 2007
9421366093,true,2009-08-08 14:30:00.000,31.7931199999999,-24.72655,35,gps,Loxodonta africana,AM105,AM105,ThermochronTracking Elephants Kruger 2007
9421366092,true,2009-08-08 14:00:00.000,31.79334,-24.72605,36,gps,Loxodonta africana,AM105,AM105,ThermochronTracking Elephants Kruger 2007
9421366091,true,2009-08-08 13:30:00.000,31.79371,-24.72546,37,gps,Loxodonta africana,AM105,AM105,ThermochronTracking Elephants Kruger 2007
9421366090,true,2009-08-08 13:00:00.000,31.7933899999999,-24.72523,36,gps,Loxodonta africana,AM105,AM105,ThermochronTracking Elephants Kruger 2007
9421376845,true,2009-08-08 13:00:00.000,31.2608,-25.02261,33,gps,Loxodonta africana,AM107,AM107,ThermochronTracking Elephants Kruger 2007
9421376844,true,2009-08-08 12:31:00.000,31.2622299999999,-25.02582,34,gps,Loxodonta africana,AM107,AM107,ThermochronTracking Elephants Kruger 2007
9421366089,true,2009-08-08 12:30:00.000,31.79303,-24.72428,36,gps,Loxodonta africana,AM105,AM105,ThermochronTracking Elephants Kruger 2007
9421366088,true,2009-08-08 12:00:00.000,31.7928,-24.7242099999999,35,gps,Loxodonta africana,AM105,AM105,ThermochronTracking Elephants Kruger 2007
9421376843,true,2009-08-08 12:00:00.000,31.26275,-25.02661,34,gps,Loxodonta africana,AM107,AM107,ThermochronTracking Elephants Kruger 2007
9421376842,true,2009-08-08 11:30:00.000,31.26362,-25.0265999999999,33,gps,Loxodonta africana,AM107,AM107,ThermochronTracking Elephants Kruger 2007
9421376841,true,2009-08-08 11:00:00.000,31.2652,-25.02994,30,gps,Loxodonta africana,AM107,AM107,ThermochronTracking Elephants Kruger 2007
9421376840,true,2009-08-08 10:30:00.000,31.26648,-25.0316399999999,30,gps,Loxodonta africana,AM107,AM107,ThermochronTracking Elephants Kruger 2007
9421376839,true,2009-08-08 10:00:00.000,31.2664399999999,-25.03328,28,gps,Loxodonta africana,AM107,AM107,ThermochronTracking Elephants Kruger 2007
9421366087,true,2009-08-08 09:30:00.000,31.7924599999999,-24.72372,33,gps,Loxodonta africana,AM105,AM105,ThermochronTracking Elephants Kruger 2007
9421376838,true,2009-08-08 09:30:00.000,31.26678,-25.03491,24,gps,Loxodonta africana,AM107,AM107,ThermochronTracking Elephants Kruger 2007
9421366086,true,2009-08-08 09:00:00.000,31.79294,-24.7229099999999,33,gps,Loxodonta africana,AM105,AM105,ThermochronTracking Elephants Kruger 2007
9421376837,true,2009-08-08 09:00:00.000,31.2673799999999,-25.0360699999999,23,gps,Loxodonta africana,AM107,AM107,ThermochronTracking Elephants Kruger 2007
9421366085,true,2009-08-08 08:30:00.000,31.79392,-24.72152,31,gps,Loxodonta africana,AM105,AM105,ThermochronTracking Elephants Kruger 2007
9421376836,true,2009-08-08 08:30:00.000,31.26762,-25.0369899999999,21,gps,Loxodonta africana,AM107,AM107,ThermochronTracking Elephants Kruger 2007
9421366084,true,2009-08-08 08:01:00.000,31.79547,-24.7201899999999,30,gps,Loxodonta africana,AM105,AM105,ThermochronTracking Elephants Kruger 2007
9421376835,true,2009-08-08 08:00:00.000,31.2673899999999,-25.03853,21,gps,Loxodonta africana,AM107,AM107,ThermochronTracking Elephants Kruger 2007
9421376834,true,2009-08-08 07:30:00.000,31.2681,-25.0394499999999,20,gps,Loxodonta africana,AM107,AM107,ThermochronTracking Elephants Kruger 2007
9421376833,true,2009-08-08 07:00:00.000,31.26913,-25.0395399999999,20,gps,Loxodonta africana,AM107,AM107,ThermochronTracking Elephants Kruger 2007
9421366083,true,2009-08-08 06:30:00.000,31.79759,-24.7171999999999,26,gps,Loxodonta africana,AM105,AM105,ThermochronTracking Elephants Kruger 2007
9421376832,true,2009-08-08 06:30:00.000,31.27053,-25.04045,21,gps,Loxodonta africana,AM107,AM107,ThermochronTracking Elephants Kruger 2007
9421376831,true,2009-08-08 06:00:00.000,31.2698199999999,-25.0420599999999,21,gps,Loxodonta africana,AM107,AM107,ThermochronTracking Elephants Kruger 2007
9421376830,true,2009-08-08 05:30:00.000,31.26873,-25.0435899999999,21,gps,Loxodonta africana,AM107,AM107,ThermochronTracking Elephants Kruger 2007
9421376829,true,2009-08-08 05:00:00.000,31.2684399999999,-25.0441499999999,22,gps,Loxodonta africana,AM107,AM107,ThermochronTracking Elephants Kruger 2007
9421366082,true,2009-08-08 04:30:00.000,31.8012,-24.71458,24,gps,Loxodonta africana,AM105,AM105,ThermochronTracking Elephants Kruger 2007
9421376828,true,2009-08-08 04:30:00.000,31.26874,-25.04364,22,gps,Loxodonta africana,AM107,AM107,ThermochronTracking Elephants Kruger 2007
9421376827,true,2009-08-08 04:00:00.000,31.26878,-25.04364,21,gps,Loxodonta africana,AM107,AM107,ThermochronTracking Elephants Kruger 2007
9421376826,true,2009-08-08 03:30:00.000,31.26891,-25.04327,21,gps,Loxodonta africana,AM107,AM107,ThermochronTracking Elephants Kruger 2007
